orderquantity,country,region,modelname,productsize,productcolor,subcategoryname,categoryname,gender,educationlevel
1,France,France,Road-550-W,44,Yellow,Road Bikes,Bikes,F,High School
1,France,France,Mountain-200,38,Black,Mountain Bikes,Bikes,F,High School
1,United States,Northwest,Mountain-200,46,Black,Mountain Bikes,Bikes,M,High School
1,France,France,Mountain-200,38,Silver,Mountain Bikes,Bikes,M,Partial College
1,Germany,Germany,Mountain-200,42,Silver,Mountain Bikes,Bikes,F,Partial College
1,Australia,Australia,Road-250,48,Black,Road Bikes,Bikes,M,Partial College
1,United States,Northwest,Mountain-200,42,Silver,Mountain Bikes,Bikes,F,Partial College
1,Australia,Australia,Mountain-200,42,Black,Mountain Bikes,Bikes,M,Partial College
1,Australia,Australia,Road-250,52,Black,Road Bikes,Bikes,M,Bachelors
1,Australia,Australia,Mountain-200,38,Silver,Mountain Bikes,Bikes,F,Partial College
1,United States,Northwest,Mountain-200,38,Black,Mountain Bikes,Bikes,M,Bachelors
1,France,France,Mountain-200,46,Black,Mountain Bikes,Bikes,M,Partial High School
1,United States,Northwest,Mountain-200,38,Black,Mountain Bikes,Bikes,F,Bachelors
1,France,France,Road-250,52,Black,Road Bikes,Bikes,F,Partial High School
1,France,France,Mountain-200,46,Silver,Mountain Bikes,Bikes,M,Bachelors
1,United States,Southwest,Mountain-200,46,Silver,Mountain Bikes,Bikes,F,Bachelors
1,Germany,Germany,Road-550-W,42,Yellow,Road Bikes,Bikes,F,Partial High School
1,Australia,Australia,Road-250,44,Red,Road Bikes,Bikes,F,Bachelors
1,Germany,Germany,Mountain-200,38,Silver,Mountain Bikes,Bikes,F,Partial College
1,Australia,Australia,Mountain-200,38,Black,Mountain Bikes,Bikes,F,Graduate Degree
1,Canada,Canada,Road-650,58,Black,Road Bikes,Bikes,F,Bachelors
1,Australia,Australia,Road-650,62,Black,Road Bikes,Bikes,F,Partial College
1,Australia,Australia,Mountain-200,46,Silver,Mountain Bikes,Bikes,M,Partial College
1,Australia,Australia,Mountain-200,46,Black,Mountain Bikes,Bikes,F,Bachelors
1,Australia,Australia,Mountain-200,46,Silver,Mountain Bikes,Bikes,M,Bachelors
1,France,France,Road-250,48,Black,Road Bikes,Bikes,M,Partial College
1,Australia,Australia,Road-650,60,Black,Road Bikes,Bikes,M,Partial College
1,Canada,Canada,Mountain-200,42,Black,Mountain Bikes,Bikes,M,Bachelors
1,United Kingdom,United Kingdom,Road-550-W,40,Yellow,Road Bikes,Bikes,F,Bachelors
1,Australia,Australia,Mountain-200,42,Black,Mountain Bikes,Bikes,F,Bachelors
1,United States,Northwest,Road-250,44,Black,Road Bikes,Bikes,M,Partial High School
1,United States,Southwest,Road-250,58,Red,Road Bikes,Bikes,M,Partial College
1,France,France,Road-250,48,Black,Road Bikes,Bikes,M,Bachelors
1,Australia,Australia,Road-250,48,Red,Road Bikes,Bikes,F,Bachelors
1,United Kingdom,United Kingdom,Mountain-200,38,Silver,Mountain Bikes,Bikes,M,Bachelors
1,Australia,Australia,Road-550-W,48,Yellow,Road Bikes,Bikes,F,Bachelors
1,France,France,Mountain-200,46,Black,Mountain Bikes,Bikes,M,Partial College
1,United States,Southwest,Road-650,62,Red,Road Bikes,Bikes,M,Partial College
1,United States,Northwest,Mountain-200,38,Black,Mountain Bikes,Bikes,F,Partial College
1,France,France,Mountain-200,38,Black,Mountain Bikes,Bikes,M,Bachelors
1,United States,Southwest,Road-650,62,Black,Road Bikes,Bikes,M,Bachelors
1,Australia,Australia,Mountain-200,42,Silver,Mountain Bikes,Bikes,F,Bachelors
1,United Kingdom,United Kingdom,Road-650,44,Black,Road Bikes,Bikes,F,Partial College
1,Canada,Canada,Mountain-200,38,Black,Mountain Bikes,Bikes,F,Graduate Degree
1,United States,Southwest,Road-650,60,Black,Road Bikes,Bikes,F,Bachelors
1,United Kingdom,United Kingdom,Road-250,48,Black,Road Bikes,Bikes,F,Partial College
1,United Kingdom,United Kingdom,Road-250,58,Black,Road Bikes,Bikes,M,High School
1,Germany,Germany,Mountain-200,46,Black,Mountain Bikes,Bikes,M,Partial College
1,United States,Southwest,Mountain-200,46,Silver,Mountain Bikes,Bikes,M,High School
1,United States,Southwest,Road-650,44,Black,Road Bikes,Bikes,M,Partial College
1,Canada,Canada,Mountain-200,42,Black,Mountain Bikes,Bikes,F,Graduate Degree
1,Australia,Australia,Road-250,44,Black,Road Bikes,Bikes,F,Partial College
1,Australia,Australia,Road-250,44,Red,Road Bikes,Bikes,F,Bachelors
1,United Kingdom,United Kingdom,Road-650,52,Black,Road Bikes,Bikes,M,High School
1,United States,Southwest,Road-550-W,44,Yellow,Road Bikes,Bikes,M,Partial College
1,Australia,Australia,Road-250,52,Black,Road Bikes,Bikes,M,Bachelors
1,United States,Northwest,Mountain-200,42,Silver,Mountain Bikes,Bikes,F,Graduate Degree
1,United States,Northwest,Road-250,52,Red,Road Bikes,Bikes,M,High School
1,France,France,Road-250,58,Red,Road Bikes,Bikes,F,Graduate Degree
1,United States,Southwest,Mountain-200,42,Silver,Mountain Bikes,Bikes,F,Partial College
1,United States,Northwest,Road-550-W,44,Yellow,Road Bikes,Bikes,M,Partial College
1,Germany,Germany,Road-650,62,Black,Road Bikes,Bikes,M,Graduate Degree
1,United States,Southwest,Road-650,58,Black,Road Bikes,Bikes,M,Bachelors
1,France,France,Road-250,44,Black,Road Bikes,Bikes,F,High School
1,France,France,Mountain-200,46,Black,Mountain Bikes,Bikes,M,High School
1,Australia,Australia,Road-250,48,Red,Road Bikes,Bikes,M,Partial College
1,United Kingdom,United Kingdom,Road-250,48,Black,Road Bikes,Bikes,M,Graduate Degree
1,Germany,Germany,Road-550-W,42,Yellow,Road Bikes,Bikes,F,Partial High School
1,United States,Southwest,Mountain-200,46,Silver,Mountain Bikes,Bikes,F,Graduate Degree
1,Australia,Australia,Mountain-200,42,Silver,Mountain Bikes,Bikes,F,Partial College
1,Australia,Australia,Mountain-200,46,Black,Mountain Bikes,Bikes,F,Partial College
1,United Kingdom,United Kingdom,Road-650,60,Black,Road Bikes,Bikes,M,High School
1,Australia,Australia,Mountain-200,42,Black,Mountain Bikes,Bikes,M,Graduate Degree
1,Australia,Australia,Mountain-200,42,Black,Mountain Bikes,Bikes,F,Bachelors
1,Australia,Australia,Road-650,60,Black,Road Bikes,Bikes,M,High School
1,France,France,Road-650,48,Red,Road Bikes,Bikes,F,Bachelors
1,United Kingdom,United Kingdom,Road-550-W,48,Yellow,Road Bikes,Bikes,M,Bachelors
1,Germany,Germany,Mountain-200,42,Black,Mountain Bikes,Bikes,F,Graduate Degree
1,United States,Southwest,Road-250,52,Black,Road Bikes,Bikes,M,Bachelors
1,Australia,Australia,Road-250,58,Black,Road Bikes,Bikes,F,Bachelors
1,Germany,Germany,Road-550-W,48,Yellow,Road Bikes,Bikes,M,Partial College
1,United States,Southwest,Mountain-200,38,Silver,Mountain Bikes,Bikes,M,Graduate Degree
1,Australia,Australia,Mountain-200,42,Silver,Mountain Bikes,Bikes,F,Graduate Degree
1,Canada,Canada,Road-650,48,Black,Road Bikes,Bikes,M,Graduate Degree
1,United States,Northwest,Road-250,52,Red,Road Bikes,Bikes,M,Partial College
1,France,France,Road-250,58,Black,Road Bikes,Bikes,M,Bachelors
1,United States,Southwest,Mountain-200,46,Black,Mountain Bikes,Bikes,M,Graduate Degree
1,United Kingdom,United Kingdom,Mountain-200,38,Black,Mountain Bikes,Bikes,F,Partial College
1,Australia,Australia,Mountain-200,38,Silver,Mountain Bikes,Bikes,M,Graduate Degree
1,United Kingdom,United Kingdom,Mountain-200,38,Silver,Mountain Bikes,Bikes,M,Bachelors
1,Germany,Germany,Road-250,58,Black,Road Bikes,Bikes,F,Graduate Degree
1,Australia,Australia,Mountain-200,42,Black,Mountain Bikes,Bikes,M,Bachelors
1,France,France,Road-550-W,42,Yellow,Road Bikes,Bikes,M,Partial College
1,Australia,Australia,Road-550-W,42,Yellow,Road Bikes,Bikes,F,Bachelors
1,Australia,Australia,Road-650,44,Black,Road Bikes,Bikes,M,Partial High School
1,Australia,Australia,Road-250,44,Black,Road Bikes,Bikes,F,Partial College
1,Canada,Canada,Road-250,58,Red,Road Bikes,Bikes,M,High School
1,United States,Southwest,Road-250,48,Red,Road Bikes,Bikes,F,Partial College
1,Germany,Germany,Road-550-W,38,Yellow,Road Bikes,Bikes,M,Partial College
1,United Kingdom,United Kingdom,Mountain-200,46,Black,Mountain Bikes,Bikes,F,Partial College
1,Australia,Australia,Mountain-200,42,Black,Mountain Bikes,Bikes,M,Bachelors
1,Australia,Australia,Road-250,44,Red,Road Bikes,Bikes,F,High School
1,Australia,Australia,Mountain-200,46,Black,Mountain Bikes,Bikes,M,Graduate Degree
1,United States,Northwest,Mountain-200,46,Black,Mountain Bikes,Bikes,F,Partial College
1,Canada,Canada,Road-250,52,Red,Road Bikes,Bikes,M,High School
1,United States,Southwest,Mountain-200,46,Black,Mountain Bikes,Bikes,F,Bachelors
1,Australia,Australia,Road-250,58,Red,Road Bikes,Bikes,F,Bachelors
1,Australia,Australia,Mountain-200,42,Black,Mountain Bikes,Bikes,M,Partial College
1,Germany,Germany,Road-250,52,Black,Road Bikes,Bikes,F,Partial High School
1,Canada,Canada,Road-650,44,Black,Road Bikes,Bikes,F,Graduate Degree
1,France,France,Road-650,44,Red,Road Bikes,Bikes,M,High School
1,Canada,Canada,Road-650,60,Black,Road Bikes,Bikes,M,Graduate Degree
1,United States,Southwest,Road-550-W,38,Yellow,Road Bikes,Bikes,F,High School
1,Australia,Australia,Road-250,52,Black,Road Bikes,Bikes,F,Partial College
1,Germany,Germany,Road-250,48,Red,Road Bikes,Bikes,F,Partial College
1,United Kingdom,United Kingdom,Road-250,52,Black,Road Bikes,Bikes,F,Partial College
1,United States,Southwest,Road-650,44,Red,Road Bikes,Bikes,F,Partial College
1,Australia,Australia,Road-250,48,Black,Road Bikes,Bikes,F,Partial College
1,United Kingdom,United Kingdom,Road-550-W,44,Yellow,Road Bikes,Bikes,M,Bachelors
1,France,France,Road-250,44,Black,Road Bikes,Bikes,F,Partial High School
1,France,France,Road-250,48,Red,Road Bikes,Bikes,F,Partial High School
1,United Kingdom,United Kingdom,Mountain-200,42,Silver,Mountain Bikes,Bikes,M,Partial College
1,United Kingdom,United Kingdom,Road-250,52,Black,Road Bikes,Bikes,M,Bachelors
1,Australia,Australia,Road-250,44,Red,Road Bikes,Bikes,M,Bachelors
1,Australia,Australia,Road-250,48,Red,Road Bikes,Bikes,M,Bachelors
1,Australia,Australia,Road-250,44,Red,Road Bikes,Bikes,F,High School
1,Australia,Australia,Road-250,58,Red,Road Bikes,Bikes,F,Bachelors
1,France,France,Mountain-200,38,Silver,Mountain Bikes,Bikes,F,High School
1,United Kingdom,United Kingdom,Mountain-200,46,Silver,Mountain Bikes,Bikes,F,Partial High School
1,Australia,Australia,Mountain-200,42,Black,Mountain Bikes,Bikes,F,Bachelors
1,United Kingdom,United Kingdom,Road-250,52,Black,Road Bikes,Bikes,F,Bachelors
1,Australia,Australia,Mountain-200,42,Silver,Mountain Bikes,Bikes,F,Partial College
1,Australia,Australia,Road-650,62,Red,Road Bikes,Bikes,M,Partial College
1,Germany,Germany,Road-650,48,Black,Road Bikes,Bikes,F,Partial College
1,France,France,Road-250,48,Red,Road Bikes,Bikes,M,Partial High School
1,Australia,Australia,Road-550-W,40,Yellow,Road Bikes,Bikes,M,High School
1,United States,Northwest,Road-550-W,42,Yellow,Road Bikes,Bikes,F,High School
1,Australia,Australia,Road-550-W,40,Yellow,Road Bikes,Bikes,F,Partial High School
1,United States,Northwest,Road-650,44,Red,Road Bikes,Bikes,M,Bachelors
1,United States,Southwest,Mountain-200,38,Silver,Mountain Bikes,Bikes,F,Partial College
1,Australia,Australia,Road-250,48,Red,Road Bikes,Bikes,M,Partial College
1,United States,Southeast,Road-650,52,Black,Road Bikes,Bikes,F,Bachelors
1,Germany,Germany,Road-250,48,Black,Road Bikes,Bikes,F,Partial College
1,France,France,Road-250,48,Black,Road Bikes,Bikes,F,High School
1,Germany,Germany,Mountain-200,46,Silver,Mountain Bikes,Bikes,,Bachelors
1,Australia,Australia,Mountain-200,42,Black,Mountain Bikes,Bikes,M,Partial High School
1,Australia,Australia,Mountain-200,46,Silver,Mountain Bikes,Bikes,F,Bachelors
1,United Kingdom,United Kingdom,Road-550-W,40,Yellow,Road Bikes,Bikes,F,Bachelors
1,Australia,Australia,Road-250,48,Red,Road Bikes,Bikes,M,Bachelors
1,United Kingdom,United Kingdom,Road-650,62,Red,Road Bikes,Bikes,M,Bachelors
1,France,France,Road-650,52,Red,Road Bikes,Bikes,M,Bachelors
1,Germany,Germany,Road-250,44,Red,Road Bikes,Bikes,M,Bachelors
1,Australia,Australia,Mountain-200,46,Black,Mountain Bikes,Bikes,M,Bachelors
1,Australia,Australia,Road-250,48,Red,Road Bikes,Bikes,F,Bachelors
1,United Kingdom,United Kingdom,Road-650,48,Black,Road Bikes,Bikes,M,Bachelors
1,United States,Southwest,Road-650,60,Black,Road Bikes,Bikes,M,Graduate Degree
1,Australia,Australia,Mountain-200,38,Silver,Mountain Bikes,Bikes,M,Partial High School
1,Canada,Canada,Road-250,44,Black,Road Bikes,Bikes,M,High School
1,Australia,Australia,Mountain-200,38,Black,Mountain Bikes,Bikes,F,Bachelors
1,United Kingdom,United Kingdom,Road-250,52,Black,Road Bikes,Bikes,M,Graduate Degree
1,United States,Southwest,Road-650,58,Black,Road Bikes,Bikes,F,Bachelors
1,Australia,Australia,Road-250,58,Black,Road Bikes,Bikes,F,High School
1,United Kingdom,United Kingdom,Mountain-200,46,Silver,Mountain Bikes,Bikes,F,Bachelors
1,United States,Northwest,Mountain-200,42,Black,Mountain Bikes,Bikes,M,Graduate Degree
1,Australia,Australia,Road-250,44,Black,Road Bikes,Bikes,M,Bachelors
1,Australia,Australia,Road-250,44,Red,Road Bikes,Bikes,M,High School
1,United Kingdom,United Kingdom,Road-250,58,Black,Road Bikes,Bikes,M,Graduate Degree
1,Australia,Australia,Road-250,48,Red,Road Bikes,Bikes,M,Graduate Degree
1,Australia,Australia,Road-250,48,Red,Road Bikes,Bikes,M,High School
1,Germany,Germany,Road-250,48,Red,Road Bikes,Bikes,F,Bachelors
1,Australia,Australia,Road-250,48,Red,Road Bikes,Bikes,M,Graduate Degree
1,Canada,Canada,Mountain-200,42,Black,Mountain Bikes,Bikes,F,Partial College
1,Australia,Australia,Road-250,44,Black,Road Bikes,Bikes,F,Bachelors
1,United Kingdom,United Kingdom,Road-650,44,Red,Road Bikes,Bikes,M,Bachelors
1,Australia,Australia,Mountain-200,42,Black,Mountain Bikes,Bikes,F,Graduate Degree
1,United States,Southwest,Mountain-200,38,Silver,Mountain Bikes,Bikes,F,Partial College
1,Australia,Australia,Road-250,44,Black,Road Bikes,Bikes,F,High School
1,United Kingdom,United Kingdom,Road-250,58,Red,Road Bikes,Bikes,F,Partial College
1,Australia,Australia,Road-250,44,Black,Road Bikes,Bikes,M,Graduate Degree
1,Australia,Australia,Road-250,58,Red,Road Bikes,Bikes,F,Bachelors
1,France,France,Road-550-W,38,Yellow,Road Bikes,Bikes,M,Bachelors
1,Australia,Australia,Mountain-200,46,Black,Mountain Bikes,Bikes,M,Bachelors
1,United States,Northwest,Road-650,62,Red,Road Bikes,Bikes,F,Bachelors
1,Germany,Germany,Road-250,44,Red,Road Bikes,Bikes,M,Graduate Degree
1,United States,Northwest,Road-550-W,40,Yellow,Road Bikes,Bikes,M,High School
1,United States,Northwest,Road-650,44,Black,Road Bikes,Bikes,F,Bachelors
1,Australia,Australia,Mountain-200,42,Black,Mountain Bikes,Bikes,M,Partial High School
1,United Kingdom,United Kingdom,Road-250,48,Red,Road Bikes,Bikes,F,Bachelors
1,United Kingdom,United Kingdom,Mountain-200,38,Silver,Mountain Bikes,Bikes,M,Graduate Degree
1,Australia,Australia,Mountain-200,42,Silver,Mountain Bikes,Bikes,M,Bachelors
1,Australia,Australia,Road-650,52,Black,Road Bikes,Bikes,M,Graduate Degree
1,United States,Northwest,Road-650,62,Red,Road Bikes,Bikes,F,Bachelors
1,United States,Northwest,Mountain-200,42,Silver,Mountain Bikes,Bikes,M,Partial College
1,United States,Southwest,Road-650,62,Black,Road Bikes,Bikes,F,Bachelors
1,Australia,Australia,Mountain-200,38,Black,Mountain Bikes,Bikes,M,Bachelors
1,France,France,Mountain-200,42,Black,Mountain Bikes,Bikes,M,Partial High School
1,Australia,Australia,Mountain-200,42,Silver,Mountain Bikes,Bikes,M,Partial High School
1,France,France,Mountain-200,38,Silver,Mountain Bikes,Bikes,F,Partial College
1,United Kingdom,United Kingdom,Road-550-W,40,Yellow,Road Bikes,Bikes,M,High School
1,United States,Southwest,Mountain-200,38,Silver,Mountain Bikes,Bikes,F,Partial College
1,France,France,Road-250,44,Red,Road Bikes,Bikes,F,Partial College
1,Australia,Australia,Mountain-200,46,Silver,Mountain Bikes,Bikes,F,Bachelors
1,United States,Northwest,Road-250,48,Black,Road Bikes,Bikes,M,Partial College
1,United States,Southwest,Mountain-200,38,Silver,Mountain Bikes,Bikes,M,Graduate Degree
1,Australia,Australia,Road-550-W,38,Yellow,Road Bikes,Bikes,M,High School
1,Germany,Germany,Road-250,44,Black,Road Bikes,Bikes,F,Partial High School
1,United States,Southwest,Mountain-200,38,Silver,Mountain Bikes,Bikes,M,Partial High School
1,Australia,Australia,Mountain-200,46,Black,Mountain Bikes,Bikes,F,Partial College
1,Canada,Canada,Mountain-200,42,Black,Mountain Bikes,Bikes,F,Partial College
1,Australia,Australia,Road-250,58,Red,Road Bikes,Bikes,M,Partial College
1,France,France,Road-650,44,Black,Road Bikes,Bikes,F,High School
1,Australia,Australia,Road-250,58,Red,Road Bikes,Bikes,M,Partial College
1,Australia,Australia,Road-650,60,Black,Road Bikes,Bikes,M,High School
1,United States,Southwest,Road-650,60,Black,Road Bikes,Bikes,F,Graduate Degree
1,France,France,Road-250,44,Black,Road Bikes,Bikes,F,Graduate Degree
1,Australia,Australia,Road-650,48,Red,Road Bikes,Bikes,M,Bachelors
1,Australia,Australia,Road-550-W,38,Yellow,Road Bikes,Bikes,F,Partial High School
1,Australia,Australia,Mountain-200,42,Black,Mountain Bikes,Bikes,M,Bachelors
1,Australia,Australia,Mountain-200,46,Silver,Mountain Bikes,Bikes,F,Partial College
1,Australia,Australia,Road-550-W,48,Yellow,Road Bikes,Bikes,M,Partial High School
1,Australia,Australia,Road-250,58,Red,Road Bikes,Bikes,F,Partial High School
1,United States,Southwest,Road-250,44,Red,Road Bikes,Bikes,F,Partial College
1,United Kingdom,United Kingdom,Mountain-200,46,Black,Mountain Bikes,Bikes,F,Bachelors
1,United Kingdom,United Kingdom,Road-250,48,Black,Road Bikes,Bikes,M,Bachelors
1,United States,Southwest,Mountain-200,46,Black,Mountain Bikes,Bikes,M,Partial College
1,United States,Southwest,Road-650,48,Red,Road Bikes,Bikes,F,Graduate Degree
1,Australia,Australia,Mountain-200,38,Black,Mountain Bikes,Bikes,M,Bachelors
1,Australia,Australia,Mountain-200,42,Black,Mountain Bikes,Bikes,M,Partial High School
1,United States,Southwest,Mountain-200,46,Black,Mountain Bikes,Bikes,F,High School
1,United States,Southwest,Mountain-200,46,Silver,Mountain Bikes,Bikes,F,Bachelors
1,United Kingdom,United Kingdom,Mountain-200,38,Silver,Mountain Bikes,Bikes,M,Bachelors
1,United Kingdom,United Kingdom,Road-250,58,Red,Road Bikes,Bikes,F,Bachelors
1,Australia,Australia,Road-250,44,Black,Road Bikes,Bikes,M,High School
1,Australia,Australia,Mountain-200,38,Black,Mountain Bikes,Bikes,M,Bachelors
1,United States,Southwest,Road-250,44,Black,Road Bikes,Bikes,M,High School
1,United Kingdom,United Kingdom,Road-250,44,Black,Road Bikes,Bikes,M,Bachelors
1,Australia,Australia,Road-650,52,Black,Road Bikes,Bikes,F,Graduate Degree
1,Australia,Australia,Mountain-200,38,Silver,Mountain Bikes,Bikes,F,Bachelors
1,United Kingdom,United Kingdom,Road-250,52,Black,Road Bikes,Bikes,M,Partial College
1,United States,Northwest,Mountain-200,38,Black,Mountain Bikes,Bikes,F,Partial College
1,United Kingdom,United Kingdom,Road-550-W,40,Yellow,Road Bikes,Bikes,M,Graduate Degree
1,Germany,Germany,Road-550-W,40,Yellow,Road Bikes,Bikes,F,High School
1,France,France,Road-550-W,48,Yellow,Road Bikes,Bikes,F,Bachelors
1,Germany,Germany,Road-250,52,Black,Road Bikes,Bikes,M,Partial College
1,United States,Northwest,Mountain-200,46,Black,Mountain Bikes,Bikes,M,Graduate Degree
1,United Kingdom,United Kingdom,Mountain-200,46,Black,Mountain Bikes,Bikes,F,Graduate Degree
1,United States,Southwest,Mountain-200,46,Silver,Mountain Bikes,Bikes,M,Partial College
1,Australia,Australia,Mountain-200,46,Black,Mountain Bikes,Bikes,M,Bachelors
1,United States,Northwest,Mountain-200,46,Black,Mountain Bikes,Bikes,M,High School
1,Australia,Australia,Mountain-200,38,Silver,Mountain Bikes,Bikes,F,Graduate Degree
1,Australia,Australia,Mountain-200,38,Black,Mountain Bikes,Bikes,M,Bachelors
1,Australia,Australia,Road-250,48,Red,Road Bikes,Bikes,M,Bachelors
1,Australia,Australia,Road-650,44,Red,Road Bikes,Bikes,M,Graduate Degree
1,Australia,Australia,Mountain-200,46,Black,Mountain Bikes,Bikes,F,High School
1,United States,Northwest,Mountain-200,46,Silver,Mountain Bikes,Bikes,F,Partial College
1,United Kingdom,United Kingdom,Road-650,60,Black,Road Bikes,Bikes,F,High School
1,United States,Southwest,Road-650,60,Black,Road Bikes,Bikes,F,Graduate Degree
1,Australia,Australia,Mountain-200,46,Silver,Mountain Bikes,Bikes,M,Bachelors
1,Germany,Germany,Road-650,48,Red,Road Bikes,Bikes,M,Graduate Degree
1,Germany,Germany,Road-250,52,Black,Road Bikes,Bikes,M,Bachelors
1,Germany,Germany,Mountain-200,42,Silver,Mountain Bikes,Bikes,F,Partial College
1,Canada,Canada,Road-250,44,Red,Road Bikes,Bikes,F,Partial College
1,Australia,Australia,Road-250,44,Black,Road Bikes,Bikes,M,High School
1,United States,Southwest,Road-650,62,Red,Road Bikes,Bikes,F,Graduate Degree
1,France,France,Road-250,44,Red,Road Bikes,Bikes,F,High School
1,United States,Southwest,Road-550-W,40,Yellow,Road Bikes,Bikes,F,Partial College
1,Australia,Australia,Mountain-200,38,Silver,Mountain Bikes,Bikes,F,Bachelors
1,France,France,Road-250,58,Red,Road Bikes,Bikes,F,Graduate Degree
1,United Kingdom,United Kingdom,Mountain-200,42,Black,Mountain Bikes,Bikes,F,Bachelors
1,United States,Northwest,Road-650,58,Black,Road Bikes,Bikes,M,Bachelors
1,United States,Northwest,Mountain-200,46,Black,Mountain Bikes,Bikes,M,Partial College
1,United States,Northwest,Mountain-200,46,Black,Mountain Bikes,Bikes,M,Partial College
1,United States,Southwest,Mountain-200,42,Silver,Mountain Bikes,Bikes,F,High School
1,United Kingdom,United Kingdom,Road-550-W,44,Yellow,Road Bikes,Bikes,M,Bachelors
1,Australia,Australia,Mountain-200,38,Silver,Mountain Bikes,Bikes,F,Partial High School
1,United States,Southwest,Road-550-W,42,Yellow,Road Bikes,Bikes,F,Partial College
1,Australia,Australia,Mountain-200,38,Silver,Mountain Bikes,Bikes,F,Partial College
1,United States,Southwest,Road-650,52,Red,Road Bikes,Bikes,M,Graduate Degree
1,Australia,Australia,Mountain-200,38,Silver,Mountain Bikes,Bikes,F,Bachelors
1,United Kingdom,United Kingdom,Road-250,44,Black,Road Bikes,Bikes,F,Bachelors
1,United States,Southwest,Mountain-200,46,Black,Mountain Bikes,Bikes,M,Graduate Degree
1,Australia,Australia,Road-550-W,40,Yellow,Road Bikes,Bikes,F,Partial College
1,Germany,Germany,Road-650,62,Red,Road Bikes,Bikes,M,Partial College
1,France,France,Road-250,48,Red,Road Bikes,Bikes,M,Partial College
1,Canada,Canada,Road-250,48,Red,Road Bikes,Bikes,F,Bachelors
1,Australia,Australia,Road-650,60,Black,Road Bikes,Bikes,F,Bachelors
1,United States,Northwest,Mountain-200,38,Black,Mountain Bikes,Bikes,F,Partial High School
1,Australia,Australia,Mountain-200,38,Silver,Mountain Bikes,Bikes,F,Bachelors
1,United Kingdom,United Kingdom,Road-250,52,Red,Road Bikes,Bikes,F,High School
1,Australia,Australia,Mountain-200,42,Silver,Mountain Bikes,Bikes,F,Bachelors
1,France,France,Mountain-200,38,Silver,Mountain Bikes,Bikes,M,Bachelors
1,Australia,Australia,Mountain-200,38,Black,Mountain Bikes,Bikes,M,Partial High School
1,France,France,Road-250,44,Red,Road Bikes,Bikes,M,High School
1,United Kingdom,United Kingdom,Mountain-200,38,Black,Mountain Bikes,Bikes,F,High School
1,Australia,Australia,Mountain-200,46,Silver,Mountain Bikes,Bikes,F,Bachelors
1,Australia,Australia,Road-250,52,Red,Road Bikes,Bikes,M,Bachelors
1,United States,Northwest,Mountain-200,46,Black,Mountain Bikes,Bikes,F,Partial High School
1,Australia,Australia,Mountain-200,38,Black,Mountain Bikes,Bikes,M,Bachelors
1,United States,Northwest,Mountain-200,42,Silver,Mountain Bikes,Bikes,F,Partial High School
1,Australia,Australia,Road-250,48,Black,Road Bikes,Bikes,M,Bachelors
1,Australia,Australia,Mountain-200,46,Black,Mountain Bikes,Bikes,F,Partial High School
1,Germany,Germany,Road-650,58,Black,Road Bikes,Bikes,M,Partial College
1,Australia,Australia,Road-250,52,Black,Road Bikes,Bikes,F,Bachelors
1,Australia,Australia,Road-550-W,40,Yellow,Road Bikes,Bikes,F,Partial College
1,Australia,Australia,Road-650,62,Black,Road Bikes,Bikes,F,Bachelors
1,United States,Northwest,Road-250,58,Red,Road Bikes,Bikes,M,Partial College
1,United Kingdom,United Kingdom,Road-250,44,Black,Road Bikes,Bikes,F,Partial College
1,United States,Southwest,Road-550-W,44,Yellow,Road Bikes,Bikes,F,Partial High School
1,Canada,Canada,Road-550-W,42,Yellow,Road Bikes,Bikes,F,Graduate Degree
1,Australia,Australia,Mountain-200,46,Black,Mountain Bikes,Bikes,M,Bachelors
1,Australia,Australia,Mountain-200,42,Black,Mountain Bikes,Bikes,F,Bachelors
1,Australia,Australia,Road-250,58,Black,Road Bikes,Bikes,F,Partial High School
1,Germany,Germany,Road-550-W,48,Yellow,Road Bikes,Bikes,M,Partial College
1,Germany,Germany,Road-250,58,Red,Road Bikes,Bikes,M,High School
1,Australia,Australia,Mountain-200,42,Silver,Mountain Bikes,Bikes,F,Bachelors
1,France,France,Road-550-W,44,Yellow,Road Bikes,Bikes,M,Partial College
1,Australia,Australia,Road-650,62,Red,Road Bikes,Bikes,M,Graduate Degree
1,United Kingdom,United Kingdom,Road-250,48,Black,Road Bikes,Bikes,M,Partial College
1,United States,Northwest,Road-550-W,44,Yellow,Road Bikes,Bikes,M,Partial High School
1,United States,Southwest,Road-650,58,Black,Road Bikes,Bikes,M,Graduate Degree
1,Australia,Australia,Road-650,58,Red,Road Bikes,Bikes,M,Graduate Degree
1,United Kingdom,United Kingdom,Mountain-200,42,Silver,Mountain Bikes,Bikes,F,Partial College
1,United States,Southwest,Road-650,60,Red,Road Bikes,Bikes,M,Graduate Degree
1,United States,Southwest,Road-250,48,Black,Road Bikes,Bikes,F,Graduate Degree
1,Australia,Australia,Mountain-200,42,Black,Mountain Bikes,Bikes,M,High School
1,Australia,Australia,Road-250,44,Red,Road Bikes,Bikes,F,Bachelors
1,Germany,Germany,Road-650,58,Red,Road Bikes,Bikes,M,Bachelors
1,Australia,Australia,Road-250,48,Red,Road Bikes,Bikes,M,Partial High School
1,United States,Southwest,Road-250,58,Black,Road Bikes,Bikes,M,Graduate Degree
1,Australia,Australia,Road-250,52,Black,Road Bikes,Bikes,F,Graduate Degree
